Code,Title,Question Body,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Level,Difficulty Level,Options 1 type,Options 1 asset,Options 1 score,Options 2 type,Options 2 asset,Options 2 score,Options 3 type,Options 3 asset,Options 3 score,Options 4 type,Options 4 asset,Options 4 score,Related micro-concepts,Related micro-concepts,Related micro-concepts
q_w_q1480,Read the word,ö_Âö_óö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1481,Read the word,ö_Èö_ˆö_ôö_Ê,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1482,Read the word,ö_åö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1483,Read the word,ö__ö_¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1484,Read the word,ö__ö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1485,Read the word,ö__ö_ˆö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1486,Read the word,ö_¬ö_ì,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1487,Read the word,ö_¬ö_Âö_Ê,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1488,Read the word,ö_¬ö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1489,Read the word,ö_¬ö__ö_Ê,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1490,Read the word,ö_¬ö__ö_µö_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1491,Read the word,ö_¬ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1492,Read the word,ö_Áö__ö_£ö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1493,Read the word,ö_µö__ö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1494,Read the word,ö__ö__ö__ö_Ê,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1495,Read the word,ö_Ÿö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1496,Read the word,ö_Ÿö_µö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1497,Read the word,ö__ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1498,Read the word,öÇƒöÇ_öµöÇ_öÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1499,Read the word,öÇƒöÇÈöµöÇÈ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1500,Read the word,öÇƒöÇ¬öµöÇ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1501,Read the word,öÇÊöÇôöµ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1502,Read the word,öÇÊöÇÂ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1503,Read the word,öÇÊöÇ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1504,Read the word,öÇÊöÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1505,Read the word,öÇŠöÇ±öÇË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1506,Read the word,öÇöÇ£öÇË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1507,Read the word,öÇñöÇ£öÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1508,Read the word,öÇ´öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1509,Read the word,öÇ´öÇ_öÇ´öµöÇ´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1510,Read the word,öÇ´öÇ_öÇ±öµöÇ±öµ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1511,Read the word,öÇ´öÇËöÇ_öÇË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1512,Read the word,öÇ´öµ‰öÇôöµ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1513,Read the word,öÇ_öµ†öÇ±öµ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1514,Read the word,öÇ_öÇµöÇË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1515,Read the word,öÇ_öÇËöÇÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1516,Read the word,öÇ_öµöÇ¬öµöÇÈ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1517,Read the word,öÇ_öµˆöÇÂöµäó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1518,Read the word,öÇ_öµ†öÇ£öÇË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1519,Read the word,öÇ_öµ†öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1520,Read the word,öÇÂöÇËöÇ_öÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1521,Read the word,öÇÂöµóöÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1522,Read the word,öÇÈöÇÇöÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1523,Read the word,öÇÈöÇ_öÇ±,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1524,Read the word,öÇÈöµöÇÇ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1525,Read the word,öÇÈöµ‰öÇµöµ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1526,Read the word,öÇÈöµöÇÁöÇ_öÇµöµ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1527,Read the word,öÇ¬öÇ_öÇÂöÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1528,Read the word,öÇ¬öÇ_öÇÂöµäó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1529,Read the word,öÇ¬öµóöÇÂöµäó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1530,Read the word,öÇ¬öµöÇ±öµöÇ±öÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1531,Read the word,öÇ¬öµˆöÇ_öÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1532,Read the word,öÇÁöÇŸöÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1533,Read the word,öÇµöÇ_öÇ_öµäó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1534,Read the word,öÇµöÇ_öÇÇ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1535,Read the word,öÇµöµóöÇôöµ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1536,Read the word,öÇµöµÊöÇ_öµöÇ_öÇ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1537,Read the word,öÇŸöµ‰öÇ_öÇË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1393,Read the word,ö¬Êö¬±ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1394,Read the word,ö¬ˆö¬_ö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1395,Read the word,ö¬_ö¬Áö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1396,Read the word,ö¬_ö¬£ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1397,Read the word,ö¬_ö¬_ö¬Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1398,Read the word,ö¬ö¬£ö¬Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1399,Read the word,ö¬´ö¬ôö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1400,Read the word,ö¬´ö¬£ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1401,Read the word,ö¬´ö¬_ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1402,Read the word,ö¬´ö¬_ö¬_ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1403,Read the word,ö¬´ö¬_ö¬_ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1404,Read the word,ö¬´ö¿ö¬ôö¬Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1405,Read the word,ö¬_ö¬_ö¬µö¬Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1406,Read the word,ö¬_ö¿Êö¬ôö¬Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1407,Read the word,ö¬_ö¬Áö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1408,Read the word,ö¬_ö¬_ö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1409,Read the word,ö¬_ö¿ˆö¬©ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1410,Read the word,ö¬Âö¬Áö¬Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1411,Read the word,ö¬Âö¬_ö¬¿ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1412,Read the word,ö¬Èö¬ôö¬Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1413,Read the word,ö¬Èö¬_ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1414,Read the word,ö¬Èö¬_ö¬ôö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1415,Read the word,ö¬Èö¬_ö¬_ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1416,Read the word,ö¬Èö¿ö¬´ö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1417,Read the word,ö¬Èö¿ö¬_ö¬Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1418,Read the word,ö¬¬ö¬£ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1419,Read the word,ö¬¬ö¬_ö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1420,Read the word,ö¬¬ö¬_ö¬ôö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1421,Read the word,ö¬¬ö¿óö¬©ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1422,Read the word,ö¬¿ö¬_ö¬©ö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1423,Read the word,ö¬µö¬ôö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1424,Read the word,ö¬µö¬Ëö¬ôö¿š,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1360,Read the word,öåîöå‡öå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1361,Read the word,öå´ö_öåçöåËöåÊ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1362,Read the word,öå´ö_‰öåÈ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1363,Read the word,öå´ö_‰öå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1364,Read the word,öå´ö_ëöå_ö_öå´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1365,Read the word,öå„ö_†öå_öå_öåÈ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1366,Read the word,öå_ö_‰öå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1367,Read the word,öåçöå_öå_öå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1368,Read the word,öåçö_ˆöåÁöåË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1369,Read the word,öå_ö_šöå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1370,Read the word,öå_ö_óöåÈ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1371,Read the word,öå_ö_†öååöå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1372,Read the word,öåÂöå_öå´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1373,Read the word,öåÂöå_öå_öåË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1374,Read the word,öåÂö_ˆöåŠöå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1375,Read the word,öåÂö_ëöå´öå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1376,Read the word,öåÈöå_öå£öåË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1377,Read the word,öåÈöå_öå_öå_öåç,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1378,Read the word,öåÈö_†öåôöå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1379,Read the word,öååöåç,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
