identifier,rel:synonym,rel:hasAntonym,rel:hasHyponym,rel:hasMeronym,rel:hasHolonym,rel:hasHypernym,gloss,exampleSentences,pos,objectType
hi:S:00009378,"hi:W:000093780,",,,,,, जिसका पर अथवा पंख कटा हो,"परकटा पक्षी उड़ नहीं पाता है ।",Adjective,Synset
hi:S:00009379,"hi:W:000093790,hi:W:000093792,hi:W:000093795,",,,,,hi:S:00003139, वृत्त या गोलाई खींचने का औज़ार जो पिछले सिरों पर परस्पर जुड़ी हुई दो शलाकाओं के रूप का होता है,"रेखागणित में परकार के बिना काम नहीं चलता ।",Noun,Synset
hi:S:00009380,"hi:W:000093800,hi:W:000093801,",,,,,, परखने या जाँचने का काम दूसरे से कराना,"हम सोने के गहनों की शुद्धता सुनार से परखवाते हैं ।",Verb,Synset
hi:S:00009381,"hi:W:000093810,",,,,,, चावल पक जाने के उपरांत उसमें का माँड़ या बचा हुआ पानी निकालना,"माँ भात पसा रही है ।",Verb,Synset
hi:S:00009382,"hi:W:000093820,hi:W:000093821,",,,,,hi:S:00001627, आटा, दाल, मसाले आदि वस्तुएँ जो बनिए के यहाँ बिकती हैं,"उसने किराने की दुकान से दो किलो चीनी खरीदी ।",Noun,Synset
hi:S:00009383,"hi:W:000093830,hi:W:000093831,hi:W:000093832,hi:W:000093833,",,,,,hi:S:00013896, कमरों में सामान रखने के लिए घर के भीतर छत के नीचे दीवार से लगाकर बनाई हुई पाटन,"अनाज को नमी तथा चूहों से बचाने के लिए उसे परछत्ती में रखा जाता है ।",Noun,Synset
hi:S:00009384,"hi:W:000093840,hi:W:000093841,hi:W:000093842,",,,,,hi:S:00003358, रोटी,ब्रेड आदि को गोल बेलने के लिए उपयोग में लाया जाने वाला सूखा आटा,"मैदे का परथन बहुत अच्छा होता है ।",Noun,Synset
hi:S:00009385,"hi:W:000093850,hi:W:000093851,hi:W:000093852,hi:W:000093853,",,,,,hi:S:00000165, दादा के पिता,"यह तस्वीर हमारे परदादा की है ।",Noun,Synset
hi:S:00009386,"",,,,,, हिलने-डुलने के कारण फड़फड़ शब्द करना,"हवा में कपड़े फड़फड़ा रहे हैं ।",Verb,Synset
hi:S:00009387,"hi:W:000093870,hi:W:000093871,hi:W:000093872,",,,,,hi:S:00000165, नाना के पिता,"मेरे परनानाजी को मरे लगभग तीस साल हो गये ।",Noun,Synset
hi:S:00009388,"hi:W:000093880,hi:W:000093881,hi:W:000093882,hi:W:000093883,hi:W:000093884,hi:W:000093885,hi:W:000093886,hi:W:000093887,",,,,,hi:S:00000858, स्त्रियों के लिए अपने पति के अतिरिक्त दूसरा पुरुष,"मोहन ने अपनी पत्नी के ऊपर परपुरुष के साथ घूमने का झूठा आरोप लगाया ।",Noun,Synset
hi:S:00009389,"hi:W:000093890,",,,,,, जिससे आगे या अधिक कुछ और न हो,"महात्माजी योग की परम अवस्था में पहुँच गये हैं ।",Adjective,Synset
hi:S:00009390,"hi:W:000093900,hi:W:000093901,hi:W:000093902,hi:W:000093903,hi:W:000093904,hi:W:000093905,",,,,,, परमाणु संबंधी या परमाणु का,"वह आक्सीजन की परमाणविक संरचना का अध्ययन कर रहा है । / परमाणुक शस्त्रों के प्रयोग से बचना चाहिए ।",Adjective,Synset
hi:S:00009391,"hi:W:000093910,",,,,,hi:S:00002385, वह संन्यासी जो ज्ञान की परम अवस्था को प्राप्त कर चुका हो,"स्मृतिकारों ने संन्यासियों के ये चार भेद बताए हैं - कुटीचक, बहुदक, हंस और परमहंस ।",Noun,Synset
hi:S:00009392,"hi:W:000093920,hi:W:000093921,",,,,,hi:S:00002189, वह युद्ध जिसमें परमाणु अस्त्रों का उपयोग किया जाए,"पाकिस्तान बार-बार भारत को परमाणु युद्ध की धमकी देता रहता है ।",Noun,Synset
hi:S:00009393,"hi:W:000093930,hi:W:000093931,hi:W:000093932,hi:W:000093933,hi:W:000093935,",,,,,, मुक्ति या मोक्ष पाने का इच्छुक,"मुमुक्षु महात्मा तपस्या में लीन हैं ।",Adjective,Synset
hi:S:00009394,"",,,,,, खाने के लिए किसी के सामने भोज्य पदार्थ रखना,"माँ राम को भोजन परोस रही है ।",Verb,Synset
hi:S:00009395,"hi:W:000093950,hi:W:000093951,hi:W:000093952,hi:W:000093953,hi:W:000093954,",,,,,hi:S:00000020, आटे की या आटे में सब्जी भर कर, तवे पर घी या तेल से सेंक कर बनायी हुई तहदार गोल, चौकोर या त्रिकोण आकार की रोटी,"माँ प्रतिदिन नाश्ते में पराठे बनाती है ।",Noun,Synset
hi:S:00009396,"hi:W:000093960,hi:W:000093961,",,hi:S:00005801,,,hi:S:00006793, थाली के आकार का बड़ा बर्तन,"माँ रोटी बनाने के लिए परात में आटा सान रही है ।",Noun,Synset
hi:S:00009397,"hi:W:000093970,hi:W:000093971,hi:W:000093972,hi:W:000093973,",,,,,hi:S:00000196, बड़ा बहादुर व्यक्ति (व्यंग्य),"वह अपने आप को तीसमार ख़ाँ समझता है ।",Noun,Synset
hi:S:00009398,"hi:W:000093980,hi:W:000093981,hi:W:000093982,hi:W:000093983,hi:W:000093984,hi:W:000093986,hi:W:000093987,hi:W:000093988,",,,,,, त्यागा, छोड़ा अथवा अलग किया हुआ,"उसने अपनी परित्यक्त पत्नी को फिर से अपना लिया ।",Adjective,Synset
hi:S:00009399,"",,hi:S:00033214,,,hi:S:00002385, वह संन्यासी जो सदा भ्रमण करता रहता है,"हमारे गाँव में एक परिव्राजक पधारे हैं ।",Noun,Synset
hi:S:00009400,"hi:W:000094000,hi:W:000094001,hi:W:000094002,hi:W:000094003,hi:W:000094004,hi:W:000094005,hi:W:000094006,hi:W:000094007,",,,,,hi:S:00004386, वह झोंपड़ी जो पत्तों से छायी या बनाई गई हो,"प्राचीन काल में मुनि, तपस्वी आदि जंगल में पर्णकुटी बनाकर रहते थे ।",Noun,Synset
hi:S:00009401,"hi:W:000094011,hi:W:000094012,hi:W:000094013,hi:W:000094014,",,,,,hi:S:00003624, वह हवा जिसने पृथ्वी को चारों ओर से घेरा हुआ है,"हमें वातावरण को दूषित होने से बचाना चाहिए ।",Noun,Synset
hi:S:00009402,"hi:W:000094020,hi:W:000094021,hi:W:000094022,hi:W:000094023,hi:W:000094024,hi:W:000094025,hi:W:000094027,",,,,,hi:S:00005866, बैठने का एक ढंग जिसमें दाहिने पैर का पंजा बाँये तथा बाँये पैर का पंजा दाहिने पट्ठे के नीचे दबाकर बैठते हैं,"वह पलथी मार कर बैठा हुआ है ।",Noun,Synset
hi:S:00009403,"hi:W:000094032,",,,,,hi:S:00000075, उदार होने की अवस्था या भाव,"सेठ करोड़ीमल अपनी उदारता के लिए प्रसिद्ध हैं ।",Noun,Synset
hi:S:00009404,"hi:W:000094040,hi:W:000094041,",,,,,hi:S:00000689, पशुओं को पालने या रखने की क्रिया,"ग्वालों का मुख्य पेशा पशुपालन होता है ।",Noun,Synset
hi:S:00009405,"",,,,,, पसीने से तर होना,"कुछ लोगों की हथेलियाँ या तलुए हमेशा पसीजते हैं ।",Verb,Synset
hi:S:00009406,"hi:W:000094060,hi:W:000094061,hi:W:000094062,",,,,,, पहचानने का काम दूसरे से कराना,"पुलिस ने प्रत्यक्षदर्शी से मुजरिम को पहचनवाया ।",Verb,Synset
hi:S:00009407,"hi:W:000094070,",,,,,, किसी को अपने हाथों से गहने या कपड़े-लत्ते आदि धारण कराना,"कन्या ने वर के गले में जय-माला पहनाई ।",Verb,Synset
hi:S:00009408,"hi:W:000094080,hi:W:000094081,hi:W:000094082,",,,,,, किसी स्त्री के गर्भ से पहले-पहल उत्पन्न,"उसका पहलौठा लड़का बड़ा होनहार है ।",Adjective,Synset
hi:S:00009409,"hi:W:000094090,",,hi:S:00012128,,,hi:S:00003345, किसी अंक के एक से लेकर दस तक के गुणन-फलों की क्रमागत सूची जिसे बच्चे याद कर लेते हैं,"उसे बीस तक पहाड़ा याद है ।",Noun,Synset
hi:S:00009410,"",,,,,hi:S:00003373, किसी स्त्री के गर्भ से पहले-पहल उत्पन्न होने वाला लड़का,"सीता का पहलौठा बड़ा होनहार है ।",Noun,Synset
hi:S:00009411,"",,,,,hi:S:00001525, पैसे के तिहाई मूल्य का एक छोटा सिक्का,"आज-कल पाई का प्रचलन समाप्त हो गया है ।",Noun,Synset
hi:S:00009412,"hi:W:000094121,",,,,,hi:S:00004374, एक प्रकार का छोटा कीड़ा जो घुन की तरह धान को खा जाता है,"धान में पाई लग गयी हैं ।",Noun,Synset
hi:S:00009413,"hi:W:000094131,hi:W:000094132,",,hi:S:00017971,,,hi:S:00000020, चीनी आदि को पकाकर बनाया हुआ वह घोल जिसमें डुबाकर मिठाइयाँ रखी जाती हैं,"हलवाई जलेबियों को छानकर पाग में डालता जा रहा था ।",Noun,Synset
hi:S:00009414,"hi:W:000094140,hi:W:000094141,",,,,,hi:S:00001973, वह स्थान जहाँ पागलों की चिकित्सा की जाती है,और उन्हें वहीं रखा जाता है,"श्याम का मानसिक संतुलन बिगड़ जाने के कारण उसे पागलखाने में भर्ती कराया गया ।",Noun,Synset
hi:S:00009415,"hi:W:000094150,hi:W:000094151,hi:W:000094152,hi:W:000094153,hi:W:000094154,hi:W:000094155,hi:W:000094156,hi:W:000094157,hi:W:000094158,hi:W:000094159,hi:W:0000941510,hi:W:0000941512,",,,,,hi:S:00012149, खाये हुए आहार का पेट में जाकर शरीर की धातुओं के रूप में परिवर्तन,"भोजन का ठीक से पाचन न होने पर क़ब्ज़ हो जाता है ।",Noun,Synset
hi:S:00009416,"hi:W:000094160,",,,,,hi:S:00002954, पढ़ने वाली,"नारी जागरण पत्रिका की पाठिकाओं से संपादिका ने उनके सुझाव माँगे हैं ।",Noun,Synset
hi:S:00009417,"hi:W:000094170,hi:W:000094171,hi:W:000094173,hi:W:000094174,hi:W:000094175,",,,,,hi:S:00007440, एक प्राचीन देश जो अफ़गानिस्तान के पश्चिम में स्थित था,"कालान्तर में फ़ारस के निवासी विश्व के अन्य भागों में फैल गए ।",Noun,Synset
hi:S:00009418,"hi:W:000094180,hi:W:000094181,hi:W:000094182,hi:W:000094183,",,,,,hi:S:00005773, कोई परीक्षा पारित करने के लिए पाठ्य पुस्तकों का वह समूह या क्रम जिसके अनुसार परीक्षार्थी को वे सब पुस्तकें पढ़नी पड़ती हैं,"केंद्रीय बोर्ड का पाठ्यक्रम प्रादेशिक बोर्ड के पाठ्यक्रम से पृथक होता है ।",Noun,Synset
hi:S:00009419,"hi:W:000094190,hi:W:000094191,hi:W:000094192,",,,,,hi:S:00026815, साड़ी, धोती आदि का किनारा, जो लंबाई के बल में प्रायः अलग रंगों से बुना होता है,"उसने धोती की किनारी को फाड़कर निकाल दिया ।",Noun,Synset
hi:S:00009420,"hi:W:000094200,hi:W:000094201,hi:W:000094202,hi:W:000094203,",,,,,hi:S:00004544, वह डिब्बा जिसमें पान और पान पर लगाये जानेवाली कत्था,चूना,सुपारी आदि सामग्री रखी जाती है,"दादाजी ने पानदान खोला और पान बनाने लगे ।",Noun,Synset
hi:S:00009421,"hi:W:000094210,hi:W:000094211,hi:W:000094212,",,,,,, पापों का नाश करनेवाला,"सत्कर्म पापनाशक होता है ।",Adjective,Synset
hi:S:00009422,"hi:W:000094220,",,,,,hi:S:00007468, धार्मिक उपवास के दूसरे दिन का पहला भोजन तथा तत्विषयक कृत्य,"दादाजी एकादशी व्रत का पारण तुलसीदल से करते हैं ।",Noun,Synset
hi:S:00009423,"hi:W:000094233,hi:W:000094234,hi:W:0000942313,",,hi:S:00003976,,,hi:S:00006326, किसी प्रदेश या स्थान के चारों ओर के विस्तार का अंतिम स्थान या रेखा,"भारतीय सीमा पर जवान डटे हुए हैं ।",Noun,Synset
hi:S:00009424,"",,,,,hi:S:00002183, वह लंबा-चौड़ा कपड़ा जिसे नाव के मस्तूल से हवा का दबाव बनाने के लिए बाँधते हैं,"अचानक तूफ़ान आने से नाव का कमजोर पाल फट गया ।",Noun,Synset
hi:S:00009425,"hi:W:000094251,",,,,,hi:S:00005866, कृत्रिम रूप से गर्मी पहुँचा कर फलों को पकाने के लिए पत्तों आदि से ढक कर रखने की विधि,"वह पाल द्वारा फलों को पकाता है ।",Noun,Synset
hi:S:00009426,"",,,,,hi:S:00002183, वह कपड़ा जिससे गाड़ी या पालकी ढकते हैं,"पालकी के अंदर बैठी दुल्हन पाल हटा कर बाहर झाँक रही थी ।",Noun,Synset
hi:S:00009427,"",,,,,hi:S:00001497, पानी को बहने से रोकने के लिए बनाई हुई मेड़ या बाँध,"पाल टूट गयी और खेत का सारा पानी बह गया ।",Noun,Synset
hi:S:00009428,"hi:W:000094282,hi:W:000094284,hi:W:000094285,hi:W:000094286,",,,,,hi:S:00005945, एक प्रकार का साग,"माँ ने आज खाने में पालक और रोटी बनाई है ।",Noun,Synset
hi:S:00009429,"",,,,,, पालन-पोषण करने वाला,"पालक ईश्वर सभी जीवों के भोजन की व्यवस्था करता है ।",Adjective,Synset
hi:S:00009430,"hi:W:000094301,hi:W:000094302,hi:W:000094303,hi:W:000094304,hi:W:000094305,",,,,,, भोजन, वस्त्र आदि देकर जीवन रक्षा करना,"हर माँ-बाप अपनी हैसियत के अनुसार,अपने बच्चों को पालते हैं ।",Verb,Synset
hi:S:00009431,"hi:W:000094310,hi:W:000094311,hi:W:000094312,",,,,,hi:S:00003646, किसी स्त्री के गर्भ से पहले-पहल उत्पन्न लड़की,"उसकी पहलौठी जन्म लेने के कुछ देर बाद ही मर गयी ।",Noun,Synset
hi:S:00009432,"hi:W:000094320,hi:W:000094321,hi:W:000094322,",,,,,, आकाश से बर्फ के छोटे-छोटे कणों का नीचे गिरना,"विनिपेग में बहुत अधिक पाला पड़ता है ।",Verb,Synset
hi:S:00009433,"hi:W:000094330,hi:W:000094331,",,,,,hi:S:00000945, एक कल्पित पक्षी,"एक किंवदन्ती के अनुसार, जिस पर भी हुमा की छाया पड़ जाए वह राजा हो जाता है ।",Noun,Synset
hi:S:00009434,"hi:W:000094340,hi:W:000094341,",,,,,hi:S:00005489, एक प्राचीन भारतीय भाषा,"बौद्धों के धर्मग्रंथ पाली में लिखे हुए हैं ।",Noun,Synset
hi:S:00009435,"hi:W:000094352,hi:W:000094353,",,hi:S:00010606,,,hi:S:00000878, कल कारख़ाने आदि में काम करने का वह या उतना निर्धारित समय जिसमें एक कर्मचारी या कर्मचारी दल आकर कार्य करता है,"रामदेव की आज से रात्रि पाली शुरू हो गई है ।",Noun,Synset
hi:S:00009437,"hi:W:000094371,hi:W:000094372,",,,,,hi:S:00012481, मैदे, सूजी आदि की खमीर उठाकर बनाई जाने वाली एक तरह की मोटी और फूली हुई डबलरोटी,"मुंबई में बहुत से लोग वड़ा पाव खाकर ही गुज़ारा कर लेते हैं ।",Noun,Synset
hi:S:00009438,"hi:W:000094380,hi:W:000094381,hi:W:000094383,",,,,,hi:S:00003345, तारों,रेशों आदि की बनी वह वस्तु जिस पर पैर पोछे जाते हैं,"बाज़ार में नारियल के रेशों तथा रबड़ के बने पैरपोश आसानी से मिल जाते हैं ।",Noun,Synset
hi:S:00009439,"hi:W:000094390,",,hi:S:00009897,,,hi:S:00014628, इक्के, गाड़ी आदि जैसे ऊँचे यानों या सवारियों में पैर रखकर चढ़ने व उतरने के लिए बना हुआ स्थान, अवयव या भाग,"वह इक्के में बैठने के लिए पावदान पर पैर रखा ।",Noun,Synset
hi:S:00009440,"hi:W:000094400,",,,,,hi:S:00000652, पिघलने की अवस्था,"बर्फ के पिघलाव के कारण ही गंगा,ब्रह्मपुत्र आदि नदियाँ कभी नही सूखतीं ।",Noun,Synset
hi:S:00009441,"hi:W:000094410,hi:W:000094411,hi:W:000094412,hi:W:000094413,hi:W:000094414,hi:W:000094415,hi:W:000094416,hi:W:000094418,hi:W:000094419,",,,,,, जिसमें चिपकने या चिपकाने का गुण हो या जिसमें लस हो,"चावल में पानी अधिक हो जाने के कारण भात लसीला हो गया ।",Adjective,Synset
hi:S:00009442,"hi:W:000094420,hi:W:000094421,",,,,,hi:S:00000073, पिचपिचाने का भाव,"पिचपिचाहट के कारण आज का हलवा किसी ने नहीं खाया ।",Noun,Synset
hi:S:00009443,"hi:W:000094430,",,,,,, उभरे, फूले या उठे हुए तल को भीतर की ओर दबाना,"डॉक्टर ने हाथ के बढ़े हुए फोड़े को पिचकाया ।",Verb,Synset
hi:S:00009444,"hi:W:000094441,hi:W:000094442,hi:W:000094443,hi:W:000094444,hi:W:000094445,",,,,,, पीछे छूट जाना,"बीमारी के कारण गौरव पढ़ाई में बहुत पिछड़ गया ।",Verb,Synset
hi:S:00009445,"hi:W:000094451,hi:W:000094452,",,,,,hi:S:00001973, वह स्थान या भूमि जो घर के पीछे हो,"मेरे घर के पिछवाड़े में एक सुंदर फुलवारी है ।",Noun,Synset
hi:S:00009446,"hi:W:000094460,hi:W:000094461,hi:W:000094462,",,,,,hi:S:00013886, वह चिपटी मुँगरी जिससे गच पीट कर उसका मसाला अच्छी तरह अपने स्थान पर जमाया जाता है ,"राजगीर थापी से दिवाल को पीट रहा है ।",Noun,Synset
hi:S:00009447,"hi:W:000094470,hi:W:000094471,hi:W:000094472,hi:W:000094473,hi:W:000094474,hi:W:000094475,hi:W:000094476,hi:W:000094477,",,,,,hi:S:00005219, बया की जाति की एक छोटी चिड़िया जो कई रंग की होती है,"पिद्दी दिखने में बहुत सुंदर होती है ।",Noun,Synset
hi:S:00009448,"hi:W:000094480,hi:W:000094481,hi:W:000094482,",,,,,hi:S:00004374, सफ़ेद लंबा कीड़ा जिसके पैर नहीं होते,"सड़े हुए फलों तथा सब्जियों में पिल्लू पड़ जाते हैं ।",Noun,Synset
hi:S:00009449,"",,,,,hi:S:00014237, वह छोटा सा गोल गड्ढा जिसमें गोली का खेल खेलने वाले गोली पिलाते हैं,"रहीम ने सबसे पहले पिल्लू में गोंटियाँ डालकर खेल जीत लिया ।",Noun,Synset
hi:S:00009450,"hi:W:000094500,hi:W:000094501,",,,,,, जिसका आकार छोटा हो,"माँ ने बच्चे को डाँटते हुए कहा, पिद्दा लड़का ज़बान लड़ाता है! ।",Adjective,Synset
hi:S:00009451,"hi:W:000094510,hi:W:000094511,",,,,,hi:S:00002954, अनाज पीसने वाली स्त्री,"पिसनहारी आटा पीस रही है ।",Noun,Synset
hi:S:00009452,"hi:W:000094520,hi:W:000094521,",,,,,, पीसने का काम दूसरे से कराना,"हर रविवार सुरेश गेहूँ पिसवाता है ।",Verb,Synset
hi:S:00009453,"hi:W:000094530,",,,,,, पिस्ते के रंग का या पीलापन लिए हरा,"रीता ने पिस्तई रंग की साड़ी पहनी है ।",Adjective,Synset
hi:S:00009454,"",,,,,, किसी वस्तु को रगड़कर चूर्ण के रूप में करना,"वह गेहूँ पीस रहा है ।",Verb,Synset
hi:S:00009455,"hi:W:000094550,hi:W:000094551,",,,,,hi:S:00012149, पीसने की क्रिया या भाव,"पिसाई के लिए रखा हुआ अनाज वर्षा में भीग गया ।",Noun,Synset
hi:S:00009456,"",,,,,hi:S:00007314, पीसने की मज़दूरी,"इन दिनों प्रति किलो गेहूँ की पिसाई ढाई रुपये है ।",Noun,Synset
hi:S:00009457,"hi:W:000094570,",,,hi:S:00009458,,hi:S:00002349, एक छोटा पेड़ जिसकी गिरी अच्छे मेवों में गिनी जाती है,"मयंक के बगीचे में पिस्ता भी लगा हुआ है ।",Noun,Synset
hi:S:00009458,"hi:W:000094581,hi:W:000094582,",,,,,hi:S:00006553, एक तरह का मेवा जो हल्के हरे रंग का होता है,"छिलके के साथ भुना हुआ पिस्ता बहुत स्वादिष्ट होता है ।",Noun,Synset
hi:S:00009459,"",,,,,, चोट देकर किसी वस्तु को चपटी करना,"लोहार लोहे का औज़ार बनाते समय उसे गर्म करके पीटता है ।",Verb,Synset
hi:S:00009460,"hi:W:000094600,hi:W:000094601,hi:W:000094603,hi:W:000094604,",,,,,, किसी द्रव पदार्थ में कोई वस्तु हिलाकर मिलाना,"हम शरबत बनाने के लिए पानी में शक्कर घोलते हैं ।",Verb,Synset
hi:S:00009461,"hi:W:000094610,",,,,,hi:S:00004835, छोटा पीढ़ा,"बढ़ई ने बच्चे के लिए एक पीढ़ी बनाई ।",Noun,Synset
hi:S:00009462,"",,,,,hi:S:00013368, वंश परंपरा में किसी के बाप, दादे, परदादे आदि या बेटे, पोते, परपोते आदि के विचार से गणना-क्रम में कोई स्थान,"तीन पीढ़ियों के बाद हमारे घर किसी कन्या का जन्म हुआ ।",Noun,Synset
hi:S:00009463,"hi:W:000094630,hi:W:000094633,hi:W:000094635,hi:W:000094636,",,,,,hi:S:00000474, ताँबे और जस्ते के मेल से बनी हुई एक प्रसिद्ध धातु,"स्टील के आ जाने से अब पीतल के बर्तनों का प्रचलन नहीं रहा ।",Noun,Synset
hi:S:00009464,"hi:W:000094640,hi:W:000094641,",,,,,, पुत्र के समान,"गुरु माता हम सबसे पुत्रवत् व्यवहार करती हैं ।",Adjective,Synset
hi:S:00009465,"hi:W:000094650,hi:W:000094651,hi:W:000094653,",,,,,hi:S:00012149, फिर से आने या दोबारा आने की क्रिया,"अतिथि के पुनरागमन से गृह सदस्यों का मुँह लटक गया ।",Noun,Synset
hi:S:00009466,"hi:W:000094660,",,,,,hi:S:00008128, दुबारा किया जाने वाला गठन,"विद्यालय परिषद् का पुनर्गठन किया गया ।",Noun,Synset
hi:S:00009467,"hi:W:000094670,hi:W:000094671,",,,,,hi:S:00000183, टूटी-फूटी अथवा नष्ट हुई वस्तु को पुनः यथावत् ठीक करने या उद्धार करने की क्रिया,"एलिफेंटा की गुफा का पुनरुद्धार करने की सख़्त ज़रूरत है ।",Noun,Synset
hi:S:00009468,"hi:W:000094680,hi:W:000094681,hi:W:000094682,hi:W:000094683,",,,,,hi:S:00000905, किसी वस्तु आदि का फिर से या दुबारा निर्माण करने की क्रिया,"बरसात में ढह गये मकान का पुनर्निर्माण करना पड़ा ।",Noun,Synset
hi:S:00009469,"hi:W:000094690,hi:W:000094691,hi:W:000094692,hi:W:000094693,",,hi:S:00038330,,,hi:S:00004781, किसी स्त्री के पति या पुरुष की पत्नि के छोड़ देने या तलाक़ देने अथवा पति या पत्नि के मर जाने की अवस्था में होने वाला उसका दूसरा विवाह,"स्वामी दयानंद सरस्वती पुनर्विवाह के पक्ष में थे ।",Noun,Synset
hi:S:00009470,"hi:W:000094700,hi:W:000094702,hi:W:000094703,hi:W:000094704,hi:W:000094705,hi:W:000094706,hi:W:000094707,hi:W:000094708,",,,,,hi:S:00003475, मिट्टी का छोटा गोल पात्र,"चाचाजी कुल्हड़ में चाय पी रहे हैं ।",Noun,Synset
hi:S:00009471,"hi:W:000094710,hi:W:000094711,hi:W:000094712,hi:W:000094713,hi:W:000094714,hi:W:000094715,hi:W:000094716,",,,,,hi:S:00000689, पुरोहित का काम,"रमाशंकरजी पुरोहिती द्वारा अपने परिवार का भरण-पोषण करते हैं ।",Noun,Synset
hi:S:00009472,"hi:W:000094720,",,,,,hi:S:00001830, मांस या सब्जियों को चावल के साथ पकाकर बनाया हुआ व्यंजन,"मनोहर पुलाव खाना पसंद करता है ।",Noun,Synset
hi:S:00009473,"hi:W:000094730,hi:W:000094731,",,hi:S:00020180,,,hi:S:00004352, कम पन्नों वाली छोटी पुस्तक,"गीता प्रेस में धर्म प्रचार के उद्देश्य से कई धार्मिक पुस्तिकाएँ छपती हैं ।",Noun,Synset
hi:S:00009474,"hi:W:000094740,hi:W:000094741,hi:W:000094742,hi:W:000094743,hi:W:000094744,hi:W:000094745,",,hi:S:00017854,,,hi:S:00006594, आटे या मैदे को गुड़, चीनी आदि के मीठे रस में घोल कर उतारी हुई पूरी,"हमारे घर हर साल होली में पूआ ज़रूर बनता है ।",Noun,Synset
hi:S:00009475,"hi:W:000094750,hi:W:000094752,hi:W:000094753,hi:W:000094754,hi:W:000094755,",,hi:S:00005616,,,hi:S:00000183, पूछने या पूछे जाने की क्रिया या भाव (विशेषकर किसी घटना, विषय आदि के बारे में),"इतनी पूछताछ का भी कोई फायदा नहीं हुआ ।",Noun,Synset
hi:S:00009476,"hi:W:000094760,hi:W:000094761,",,,,,hi:S:00002400, यज्ञ या होम समाप्त होने पर अंत में दी जाने वाली आहुति,"मेरे यज्ञ स्थल पर पहुँचने से पहले ही पूर्णाहुति हो चुकी थी ।",Noun,Synset
hi:S:00009477,"hi:W:000094770,hi:W:000094771,",,,,,hi:S:00003119, इस जन्म से पहले का जन्म,"कुछ लोगों को अपने पूर्वजन्म की बातें याद रहती हैं ।",Noun,Synset
hi:S:00009478,"hi:W:000094780,hi:W:000094781,hi:W:000094782,",,,,,, जैसा पहले था वैसा ही,"नीरज कई वर्ष विदेश में रहने के बाद भी पूर्ववत् ही है ।",Adverb,Synset
hi:S:00009479,"hi:W:000094790,",,,,,, लँगड़े होकर चलना,"पैर में मोच आ जाने के कारण मोहन लँगड़ाता है ।",Verb,Synset
hi:S:00009480,"hi:W:000094800,",,,,,hi:S:00000107, पहले से ही लगाया जानेवाला अनुमान,"इस वर्ष अच्छी वर्षा का पूर्वानुमान लगाया गया है ।",Noun,Synset
hi:S:00009481,"hi:W:000094810,",,,,,hi:S:00012149, झूलने के समय झूले की एक ओर से दूसरी ओर जाने की क्रिया,"झूला बहुत ऊँची पेंग ले रहा है ।",Noun,Synset
hi:S:00009482,"hi:W:000094822,",,,hi:S:00020223,,hi:S:00008624, वह कील या काँटा जिसके अगले नुकीले भाग पर कील की आधी लंबाई तक गड़ारियाँ बनी होती हैं,"पेच को ठोककर नहीं, बल्कि घुमाकर जड़ा जाता है ।",Noun,Synset
hi:S:00009483,"hi:W:000094830,hi:W:000094831,",,,,,hi:S:00003139, वह औज़ार जिससे पेच बैठाये या जड़े जाते हैं,"पेचकश का उपयोग मशीन आदि के पुरज़ों को कसने के लिए किया जाता है ।",Noun,Synset
hi:S:00009484,"hi:W:000094840,hi:W:000094841,",,hi:S:00014307,,,hi:S:00007647, एक मिठाई जो खोवे और शक्कर आदि के योग से बनती है और इसका आकार गोल और चिपटा होता है,"माँ ने घर पर ही पेड़े बनाये हैं ।",Noun,Synset
hi:S:00009485,"",,,,,, दो भारी और कड़ी वस्तुओं के बीच में किसी तीसरी वस्तु को डालकर इस प्रकार दबाना कि उसका रस निकल आये,"गन्ने का रस निकालने के लिए उसे पेरते हैं ।",Verb,Synset
hi:S:00009486,"",,,,,, चालीस और पाँच,"मेरे पास अभी पैंतालीस रुपये ही हैं ।",Adjective,Synset
hi:S:00009487,"hi:W:000094870,hi:W:000094871,hi:W:000094872,hi:W:000094873,hi:W:000094874,",,,,,, तीस और पाँच,"इस कक्षा में पैंतीस विद्यार्थी हैं ।",Adjective,Synset
hi:S:00009488,"hi:W:000094880,hi:W:000094881,hi:W:000094882,hi:W:000094883,",,,,,, साठ और पाँच,"उसके पिताजी पैंसठ साल के हैं ।",Adjective,Synset
hi:S:00009489,"hi:W:000094891,",,,,,hi:S:00006386, टीन आदि की खोखली नली जिसमें काग़ज़ आदि रखे जाते हैं,"उसने काग़ज़ात को पोंगे में रख दिया ।",Noun,Synset
hi:S:00009490,"hi:W:000094900,hi:W:000094901,hi:W:000094904,",,,,,, किसी एक वस्तु की सतह पर दूसरी वस्तु को फैलाना,"कुछ लोग रोटी पर घी चुपड़ते हैं ।",Verb,Synset
hi:S:00009491,"hi:W:000094910,",,,,,hi:S:00012149, जहाज़ की टकरा कर नष्ट होने की क्रिया,"पोतभंग के दौरान कई लोग डूब गए ।",Noun,Synset
hi:S:00009492,"hi:W:000094920,hi:W:000094921,",,,,,hi:S:00000165, बेटे की बेटी,"मामाजी की पोती चीन में रहती है ।",Noun,Synset
hi:S:00009493,"hi:W:000094930,",,,,,, शीघ्र काम करने वाला,"आशुकारी बहू पाकर अम्मा बहुत खुश है ।",Adjective,Synset
