Code,Title,,Leave these 3 columns blank,,,Template,Template ID,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Grade,Difficulty Level,Keywords,Options 1 asset,Options 1 answer,Options 2 asset,Options 2 answer,Options 3 asset,Options 3 answer,Options 4 asset,Options 4 answer,,,,,,
ek.n.ib.en.ad.AA.160,True or False?,55 + 38 = 92,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.161,True or False?,8 + 34 = 38,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.162,True or False?,85 + 22 = 98,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.163,True or False?,32 + 44 = 85,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.164,True or False?,27 + 46 = 70,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.165,True or False?,45 + 37 = 74,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.166,True or False?,18 + 81 = 92,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.167,True or False?,55 + 50 = 98,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.168,True or False?,56 + 23 = 85,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.169,True or False?,59 + 15 = 81,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.170,True or False?,89 + 3 = 99,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.171,True or False?,49 + 51 = 92,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.172,True or False?,64 + 27 = 94,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.173,True or False?,65 + 14 = 86,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.174,True or False?,44 + 40 = 75,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.175,True or False?,54 + 8 = 67,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.176,True or False?,50 + 39 = 94,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.177,True or False?,63 + 28 = 82,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.178,True or False?,18 + 48 = 73,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.179,True or False?,54 + 27 = 78,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.180,True or False?,31 + 40 = 64,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.181,True or False?,16 + 83 = 95,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.182,True or False?,81 + 24 = 98,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.183,True or False?,27 + 9 = 40,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.184,True or False?,71 + 13 = 81,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.185,True or False?,74 + 20 = 88,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.186,True or False?,9 + 66 = 70,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.187,True or False?,69 + 6 = 83,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.188,True or False?,84 + 7 = 97,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.189,True or False?,5 + 45 = 43,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.190,True or False?,2 + 41 = 47,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.191,True or False?,76 + 16 = 94,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.192,True or False?,68 + 34 = 94,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.193,True or False?,20 + 66 = 77,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.194,True or False?,14 + 39 = 45,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.195,True or False?,68 + 24 = 96,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.196,True or False?,27 + 51 = 69,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.197,True or False?,3 + 82 = 80,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.198,True or False?,47 + 6 = 61,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.199,True or False?,76 + 26 = 98,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.200,True or False?,62 + 42 = 98,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.201,True or False?,27 + 40 = 70,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.202,True or False?,23 + 55 = 70,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.203,True or False?,72 + 32 = 95,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.204,True or False?,89 + 16 = 99,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.205,True or False?,52 + 49 = 93,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.206,True or False?,83 + 17 = 99,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.207,True or False?,21 + 16 = 33,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.208,True or False?,80 + 7 = 92,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.209,True or False?,4 + 61 = 64,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AA.210,True or False?,51 + 20 = 68,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",TRUE,No,FALSE,Yes,,,,,1,1,1,0,0,0
ek.n.ib.en.ad.AB.1,Find the missing number,19 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,21,No,13,No,9,No,1,7,11,8,12,4
ek.n.ib.en.ad.AB.2,Find the missing number,15 + 2 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",17,Yes,20,No,4,No,16,No,3,13,1,16,4,12
ek.n.ib.en.ad.AB.3,Find the missing number,5 + 9 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",14,Yes,17,No,20,No,4,No,3,6,10,3,13,16
ek.n.ib.en.ad.AB.4,Find the missing number,12 + 6 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",18,Yes,19,No,15,No,4,No,1,3,14,4,15,11
ek.n.ib.en.ad.AB.5,Find the missing number,13 + 7 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,22,No,7,No,15,No,2,13,5,15,7,8
ek.n.ib.en.ad.AB.6,Find the missing number,10 + 2 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",12,Yes,15,No,6,No,14,No,3,6,2,9,1,8
ek.n.ib.en.ad.AB.7,Find the missing number,2 + 18 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,22,No,9,No,2,No,2,11,18,13,20,7
ek.n.ib.en.ad.AB.8,Find the missing number,9 + 11 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,21,No,6,No,10,No,1,14,10,15,11,4
ek.n.ib.en.ad.AB.9,Find the missing number,18 + 2 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,21,No,14,No,13,No,1,6,7,7,8,1
ek.n.ib.en.ad.AB.10,Find the missing number,7 + 2 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,10,No,20,No,3,No,1,11,6,10,7,17
ek.n.ib.en.ad.AB.11,Find the missing number,13 + 4 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",17,Yes,20,No,10,No,19,No,3,7,2,10,1,9
ek.n.ib.en.ad.AB.12,Find the missing number,10 + 5 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",15,Yes,17,No,13,No,12,No,2,2,3,4,5,1
ek.n.ib.en.ad.AB.13,Find the missing number,15 + 3 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",18,Yes,19,No,6,No,9,No,1,12,9,13,10,3
ek.n.ib.en.ad.AB.14,Find the missing number,13 + 6 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",19,Yes,22,No,14,No,12,No,3,5,7,8,10,2
ek.n.ib.en.ad.AB.15,Find the missing number,13 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",14,Yes,15,No,7,No,17,No,1,7,3,8,2,10
ek.n.ib.en.ad.AB.16,Find the missing number,15 + 5 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,22,No,10,No,7,No,2,10,13,12,15,3
ek.n.ib.en.ad.AB.17,Find the missing number,8 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,11,No,12,No,6,No,2,3,3,1,5,6
ek.n.ib.en.ad.AB.18,Find the missing number,4 + 5 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,11,No,7,No,17,No,2,2,8,4,6,10
ek.n.ib.en.ad.AB.19,Find the missing number,3 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,5,No,12,No,10,No,1,8,6,7,5,2
ek.n.ib.en.ad.AB.20,Find the missing number,8 + 4 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",12,Yes,15,No,18,No,14,No,3,6,2,3,1,4
ek.n.ib.en.ad.AB.21,Find the missing number,2 + 6 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",8,Yes,9,No,3,No,4,No,1,5,4,6,5,1
ek.n.ib.en.ad.AB.22,Find the missing number,4 + 5 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,11,No,3,No,19,No,2,6,10,8,8,16
ek.n.ib.en.ad.AB.23,Find the missing number,17 + 3 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,21,No,4,No,6,No,1,16,14,17,15,2
ek.n.ib.en.ad.AB.24,Find the missing number,6 + 12 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",18,Yes,19,No,13,No,12,No,1,5,6,6,7,1
ek.n.ib.en.ad.AB.25,Find the missing number,9 + 4 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",13,Yes,16,No,20,No,15,No,3,7,2,4,1,5
ek.n.ib.en.ad.AB.26,Find the missing number,14 + 3 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",17,Yes,19,No,15,No,2,No,2,2,15,4,17,13
ek.n.ib.en.ad.AB.27,Find the missing number,6 + 13 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",19,Yes,22,No,5,No,12,No,3,14,7,17,10,7
ek.n.ib.en.ad.AB.28,Find the missing number,6 + 3 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,12,No,11,No,15,No,3,2,6,1,3,4
ek.n.ib.en.ad.AB.29,Find the missing number,1 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,5,No,16,No,1,No,3,14,1,11,4,15
ek.n.ib.en.ad.AB.30,Find the missing number,3 + 10 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",13,Yes,15,No,18,No,11,No,2,5,2,3,4,7
ek.n.ib.en.ad.AB.31,Find the missing number,10 + 7 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",17,Yes,20,No,10,No,7,No,3,7,10,10,13,3
ek.n.ib.en.ad.AB.32,Find the missing number,9 + 2 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",11,Yes,12,No,6,No,8,No,1,5,3,6,4,2
ek.n.ib.en.ad.AB.33,Find the missing number,18 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",19,Yes,21,No,16,No,2,No,2,3,17,5,19,14
ek.n.ib.en.ad.AB.34,Find the missing number,16 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",17,Yes,18,No,7,No,12,No,1,10,5,11,6,5
ek.n.ib.en.ad.AB.35,Find the missing number,4 + 7 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",11,Yes,13,No,18,No,15,No,2,7,4,5,2,3
ek.n.ib.en.ad.AB.36,Find the missing number,2 + 13 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",15,Yes,17,No,1,No,20,No,2,14,5,16,3,19
ek.n.ib.en.ad.AB.37,Find the missing number,4 + 11 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",15,Yes,18,No,5,No,1,No,3,10,14,13,17,4
ek.n.ib.en.ad.AB.38,Find the missing number,14 + 6 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,22,No,1,No,8,No,2,19,12,21,14,7
ek.n.ib.en.ad.AB.39,Find the missing number,4 + 10 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",14,Yes,16,No,17,No,9,No,2,3,5,1,7,8
ek.n.ib.en.ad.AB.40,Find the missing number,16 + 4 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",20,Yes,23,No,9,No,4,No,3,11,16,14,19,5
ek.n.ib.en.ad.AB.41,Find the missing number,4 + 9 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",13,Yes,14,No,2,No,15,No,1,11,2,12,1,13
ek.n.ib.en.ad.AB.42,Find the missing number,14 + 2 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",16,Yes,19,No,2,No,15,No,3,14,1,17,4,13
ek.n.ib.en.ad.AB.43,Find the missing number,5 + 6 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",11,Yes,13,No,6,No,4,No,2,5,7,7,9,2
ek.n.ib.en.ad.AB.44,Find the missing number,1 + 9 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",10,Yes,13,No,4,No,9,No,3,6,1,9,4,5
ek.n.ib.en.ad.AB.45,Find the missing number,15 + ___ = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",3,Yes,33,No,14,No,13,No,30,11,10,19,20,1
ek.n.ib.en.ad.AB.46,Find the missing number,5 + ___ = 8,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",3,Yes,13,No,9,No,19,No,10,6,16,4,6,10
ek.n.ib.en.ad.AB.47,Find the missing number,8 + ___ = 17,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,25,No,7,No,8,No,16,2,1,18,17,1
ek.n.ib.en.ad.AB.48,Find the missing number,15 + ___ = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",5,Yes,35,No,9,No,13,No,30,4,8,26,22,4
ek.n.ib.en.ad.AB.49,Find the missing number,2 + ___ = 15,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",13,Yes,17,No,5,No,15,No,4,8,2,12,2,10
ek.n.ib.en.ad.AB.50,Find the missing number,6 + ___ = 15,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,21,No,14,No,4,No,12,5,5,7,17,10
ek.n.ib.en.ad.AB.51,Find the missing number,2 + ___ = 16,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",14,Yes,18,No,9,No,16,No,4,5,2,9,2,7
ek.n.ib.en.ad.AB.52,Find the missing number,5 + ___ = 13,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",8,Yes,18,No,7,No,13,No,10,1,5,11,5,6
ek.n.ib.en.ad.AB.53,Find the missing number,14 + ___ = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,34,No,1,No,12,No,28,5,6,33,22,11
ek.n.ib.en.ad.AB.54,Find the missing number,2 + ___ = 11,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,13,No,15,No,10,No,4,6,1,2,3,5
ek.n.ib.en.ad.AB.55,Find the missing number,9 + ___ = 14,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",5,Yes,23,No,16,No,12,No,18,11,7,7,11,4
ek.n.ib.en.ad.AB.56,Find the missing number,7 + ___ = 12,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",5,Yes,19,No,8,No,3,No,14,3,2,11,16,5
ek.n.ib.en.ad.AB.57,Find the missing number,12 + ___ = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",8,Yes,32,No,5,No,1,No,24,3,7,27,31,4
ek.n.ib.en.ad.AB.58,Find the missing number,5 + ___ = 9,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,14,No,1,No,15,No,10,3,11,13,1,14
ek.n.ib.en.ad.AB.59,Find the missing number,16 + ___ = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,36,No,10,No,9,No,32,6,5,26,27,1
ek.n.ib.en.ad.AB.60,Find the missing number,12 + ___ = 19,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",7,Yes,31,No,9,No,13,No,24,2,6,22,18,4
