identifier,objectType,tags,template,copyright,code,downloadUrl,description,language,variants,mimeType,source,posterImage,idealScreenSize,createdOn,appIcon,gradeLevel,artifactUrl,lastUpdatedOn,SYS_INTERNAL_LAST_UPDATED_ON,contentType,owner,lastUpdatedBy,visibility,os,portalOwner,mediaType,osId,ageGroup,lastPublishedBy,pkgVersion,versionKey,prevState,idealScreenDensity,s3Key,lastPublishedOn,size,lastSubmittedOn,createdBy,compatibilityLevel,domain,semanticVersion,name,publisher,status,rel:associatedTo,subject,medium,Language,collaborators,audience,creator,attributions,testCSVImportField,category,origin,languageCode,genre,theme,templateType,templateName,method,createdFor,organization,lastFlaggedOn,flaggedBy,keywords,keywordss,purpose,screenshots
do_11224289137448550414,Content,amsad asddad::amsdd,,,org.ekstep.numeracy.collection.4209,,,Bengali,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-11T09:06:15.987+0000,,,,2017-05-15T07:10:30.786+0000,2017-06-02T14:12:24.943+0000,Plugin,,80,Default,All,80,content,org.ekstep.quiz.app,,,,1496412744943,,hdpi,,,,,80,1.0,numeracy,,test,,Draft,C25,,,,,,Madhuchandra R,,,,,,,,,,,,,,,,,,
org.ekstep.summarizer.fork,Content,,,,org.ekstep.summarizer.fork,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.summarizer/result-summarizer_1494329524774_org.ekstep.summarizer_40.0.ecar,Edited the content with a value Instructor.,Hindi,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-11T09:12:17.102+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/89c173618416f8561f785bd076d2b73a_1475228619822.jpeg,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.summarizer/artifact/org.ekstep.summarizer-1.0_433_1494329434_1494329479431.zip,2017-05-11T09:13:36.305+0000,2017-06-02T14:12:25.185+0000,Plugin,shirisha,389,Default,All,389,content,org.ekstep.quiz.app,5-6,,,1496412745185,,hdpi,,,,,389,1.0,literacy,,May 11 Purpose Test1 Edit2,,Draft,LO6,,,,,,Nitesh,,,,org.ekstep.summarizer,hi,,,,,,,,,,,,Instructor,
org.ekstep.plugins.i18n,Content,,,,org.ekstep.plugins.i18n,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.i18n/i18n-library-plugin_1494932352665_org.ekstep.plugins.i18n_2.0.ecar,Reusable i18n Library Plugin,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.i18n/i18n-library-plugin_1494932352899_org.ekstep.plugins.i18n_2.0_spine.ecar"",""size"":50321.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1121969092910694401106/artifact/13208e7469601e0a2efa9800dc0d886d_1488880528720.jpeg,normal,2017-05-16T10:52:55.430+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.i18n/artifact/13208e7469601e0a2efa9800dc0d886d_1488880528720.thumb.jpeg,Kindergarten,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.i18n/artifact/org.ekstep.plugins.i18n-1.0_457_1494932064_1494932108579.zip,2017-05-16T10:55:20.332+0000,2017-06-02T14:12:25.438+0000,Plugin,funtoot,464,Default,All,449,content,org.ekstep.quiz.app,&lt;5,464,2.0,1496412745438,Review,hdpi,ecar_files/org.ekstep.plugins.i18n/i18n-library-plugin_1494932352665_org.ekstep.plugins.i18n_2.0.ecar,2017-05-16T10:59:12.663+0000,59992.0,,449,1.0,numeracy,1.0,i18n Library Plugin,,Live,C6,,,,457,Learner,Ram Jayaraman,,,,,,,,,,,,,,,,,,
org.ekstep.ekstep.plugin.testnitesh1,Content,,,,org.ekstep.ekstep.plugin.testnitesh1,,,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-15T10:23:29.366+0000,,,,2017-05-15T10:23:54.428+0000,2017-06-02T14:12:25.770+0000,Plugin,,389,Default,All,389,content,org.ekstep.quiz.app,,,,1496412745770,,hdpi,,,,,389,1.0,literacy,,Test Audience Plugin 15 may create 3,,Draft,LO17,,,,,Instructor,Nitesh,,,,,,,,,,,,,,,,,,
org.ekstep.plugin.plg.audience.test1,Content,,,,org.ekstep.plugin.plg.audience.test1,,Test Plugin  for Audience May16,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-16T06:33:53.926+0000,,,,2017-05-16T06:33:53.926+0000,2017-06-02T14:12:26.337+0000,Plugin,,442,Default,All,442,content,org.ekstep.quiz.app,,,,1496412746337,,hdpi,,,,,442,1.0,literacy,,Test Plugin  for Audience May16,,Draft,LO17,,,,,Learner,Nitesh Kesarkar,,,,,,,,,,,,,,,,,,
hgfhgh,Content,,,,hgfhgh,,,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-16T08:50:56.150+0000,,,,2017-05-16T08:51:55.639+0000,2017-06-02T14:12:26.850+0000,Plugin,,80,Default,All,80,content,org.ekstep.quiz.app,,,,1496412746850,,hdpi,,,,,80,1.0,science,,rtyrtyrt,,Retired,SC3,,,,,,Super Admin,,,,,,,,,,,,,,,,,,
org.ekstep.plugins.common.keyboard,Content,,,,org.ekstep.plugins.common.keyboard,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.common.keyboard/keyboard-plugin_1495787088707_org.ekstep.plugins.common.keyboard_3.0.ecar,Draw a keyboard based on user input.,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.common.keyboard/keyboard-plugin_1495787088861_org.ekstep.plugins.common.keyboard_3.0_spine.ecar"",""size"":16366.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112253486486855680123/artifact/239b8fefa0d0a74df974f0b95df67579_1495786924688.jpeg,normal,2017-05-26T08:22:24.182+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.common.keyboard/artifact/239b8fefa0d0a74df974f0b95df67579_1495786924688.thumb.jpeg,Kindergarten::Grade 1::Grade 2::Grade 3,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.common.keyboard/artifact/org.ekstep.plugins.common.keyboard-1.0-84c7ca6_333_1495786889_1495786944328.zip,2017-05-26T08:22:42.348+0000,2017-06-02T14:12:27.108+0000,Plugin,Daipayan Roy,460,Default,All,333,content,org.ekstep.quiz.app,&lt;5::5-6::6-7,460,3.0,1496412747108,Review,hdpi,ecar_files/org.ekstep.plugins.common.keyboard/keyboard-plugin_1495787088707_org.ekstep.plugins.common.keyboard_3.0.ecar,2017-05-26T08:24:48.706+0000,23478.0,,333,1.0,numeracy::literacy,1.0,Keyboard Plugin,,Live,"C6,LO1",English,English,,,Learner,Roy D,,,,,,,,,,,,,,,,,,
org.ekstep.plugins.uploadtest2,Content,,,,org.ekstep.plugins.uploadtest2,,Upload Test 1,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-16T11:59:54.654+0000,https://ekstep-public.s3-ap-southeast-1.amazonaws.com/language_assets/blue-equals_1459190093659.png,,,2017-05-16T11:59:54.654+0000,2017-06-02T14:12:27.350+0000,Plugin,EkStep,,Default,All,EkStep,content,org.ekstep.quiz.app,,,,1496412747350,,hdpi,,,,,EkStep,1.0,,,Upload Test 1,,Live,Num:C5:SC2,,,,,,,,,,,en,,,,,,,,,,,,,
org.ekstep.plugins.uploadtest1.fork,Content,,,,org.ekstep.plugins.uploadtest1.fork,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.uploadtest1/uploadtest1_1494938320935_org.ekstep.plugins.uploadtest1_10.0.ecar,UploadTest1,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-16T13:13:34.893+0000,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAQAAAAEACAYAAABccqhmAAAVHUlEQVR42u2dTYgl13XH/6csxCwG4YUwwgtBjE3AC62MYyIZjAMRtmwMXiaKNiGRvQl4GRwt4k/Qwo69sSAbIw9ZBSzhYKNFdgkRwitDbOyMJUczkiaa0cyou2e6+71X92RR99669fX6dU/P16vfD5qZ7lddX33Px/+cW7ckAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAzTBuQZe/fel/z0g66y6F4ufunv91WfO9xZ8Fk0sK8s6+3NVuW+yn2a4a3Xc6Zih+Xsslr5pjmxQsfuam+E97bvmzqvk9SS5X8PZc0z6ba4i/75Krknyl2iv94eq+rh2umg9k6l1acZaJSvLxARX30LkPw408bhg2/2Ol/Znl/5tXvWOH8th7+tYTB4xyHEDmqy9feMjdn3HpSy7/hKQPtoZoPcNXNqnmH8vjtjT+NC598ve7+5akED8Pyd7iZ0Eud2scgjw6BmWrTwbvan/PXQpu8miR7t7sNzmkuB8lu/F0HNfV/ZXe2V3qsK67FqwjHIBXt278OqEDKA5mqgbn1zv2dUm/lPSypBf1rSd2cADzNf6vuPyb7no4mpDqPFgsGlMbRT1FFws5ygZTL8I32UBplIr78RQpy6hfGH+OzPEDj0bs2RFIbtUgo/B4fs352yAbaL6a49bmhd002UwdXJdvHOjyjaDDOhSmW6QXkw6gSSGmtvIxQ50y/ltxAG5qziK5nHCE05EkXTHpOf/2Ey/gAOZl+A9K+ucgf0ZFZG7S5K7hSya3whGE9pYdZfyeUvc8wn1gC6sQJLP2HJKhhza6B1M33Y9jPLgXUd9Uu8vMokMpztlNwSyfl0XTDR50+cZSl3aXWtZF/u7RsLNBrUv7XbZmGK01QqWU5xgOoNxfSv1HIv+Rx23+UDIzSXpR0t/4t59YzM0WHpijAwjuP5LpmW4EtkFaLlWNkXn7WZF999L7VqO3KbzJVWdjaqVBPKa73Lr1g9L465zCW5tNpGwkO5iU7quVDHIFbyKzW3QghROq3fTezYXe2l1qmSK+FQZuSfOvM36bNH6fStFPW/O7F5o/3e+wNqpZJ9uIf+/KnpG0kvTXZABbzrMvv/m0u/8kjad+oc+LdNyL9Lc0/tLwlQy/MMBu5LNuphrrC030tmiwrXZ3t+YYSaeHrvGHQjqU598YfdL5sYiYziPKkBCkywcrXdpd6nBVT+bFW6b5px1AcuZtFvJX+s6nz+EAttf4z7j7byU92kZ99bS+DcZot8DX39a61fcJ4/fCIEMn3W9MJiQ5naO45QKdBoU+qe7st3UeeZ9mbZ7gpmv7S13cXehgFbonZD2LWps53/eaf3DePQfwpqQ/1nc+PZtOwawkQO3+BUmPeqH1y+guDVP9fsFtoPet1OFd+dAt9BXGqmjAMcNoPvPc+ktOyGJ1PlXpUw0idLKSpsAXTFn3l52KnYOgCzv7urEsDC86iNYavIgHm2j+Y0TpSX1wAqPvaH4rznkDzV9e9zSPSvqCpH/FAWwh7v5F9bR+1u2eonVZ9e9rfeXI3JUJYdL4g/pV/jRsLf/cLfX9Y1Pe2uiU0/jcCiycQcxCUqvQFeLvmm4ual3YXej9/VUc9IVxd4ygSD3mo/mni5DSF3EA26t4Pt7R8ykeR0tLyWTd0/EerbHf3ms+DtEJWPE7Xhh3UeTz5FgaY0yGX8qRQaHP23kA3ahvjfFb7CJ4U2xcrFwXdw/03s1lvCBbY5zrJvkMc+VT0fwn89wj2UPjeI88dp/Kxoy+5ONzsoi5ZQCP9HWzqcrFNNewv56LfKnllrbLnYGQrTYbfXYSFvv6bbU+afNQFPK8jPq9esJA66eJQUnje5tJvLO70Dt7C4U0m8hC6alOmJKv1/y63cZ/i5r/BDyCA9hezrRaOhbpNGX8rSTwwrDb/rgNJ/OUFXpr+uwpsw7RyN09TjaKUd3b5Lw7ldeyXCizgaCqcATNz9/bX+rizkKL2qPO9aLC5WusY/aaf3SM4AC2lNRys6K9V4/O3y96+qGcwtudv99sU/XmB1g2co+aOcTJRKE05jLAJomQp+22ssG8aOmla7DGKPYWQReu72s3Ffiy4K3WWB+aX7fi0HAA93kVoCimWTGTLg36VJHPs/asjPxdeZCjct6PVOdetOReNUZrcRsv5haUWr+oDYRCTiQJ4JamAzeSY1VLb+0c6t0by2gsJlndGL4JzX88zT9b459fBlA8+JIy5IHWH8gBFWl/u30oH+5J02/bwNXOwislxUSRT9HwfaD1K8lCkxGY5CHo0o2l3tpZ5l6/PEhWtem+oflvyengALa5CGhd41YxhVfT/fwy5Q+FnEjpfnqyLgTPbbwc9RX1fy8Au8rHfZULisk5tVq/Oee9w5XeuLbQ/jJ0tbtVo4/FovkxfhzAYGx2p9Gq0PqeU3TvRfyQo3c5kScbf9LtIRYGrXygp/neUlAsPgsxyrUTjkIhAySP7b3FKujC7qGu3FgV0qGQJOWgdzQ/mh8HcGSAavvo/ahvg3Q/FNX+ULQCQ07T05z80rl4+9RgnmbQSods+HGDENJ2jRQI5rIgvXvzUBd2F1rVRerQtwb6/Gh+HMDmGUDwNvKOG79i8a23FoAsP7xTzuwL2ZjLdmHR109Gnh/cqQr9384qbBfpcO0vgt7Y2dfeQcjG2Ri6H38go/kxfhxAWQS01qjDRNQvC3ypHah2Ga12Wm9bU+gYfy/baAK89WYJWtv6i5lEHYLe2Vvqnd1FkZx7od1HUgA0/+kaP23Abc4AugY7ti5f7rmbOrP/QmH8uWLfW+nHozG121edYmE56ShtmboENxZBr1/f1/7ShwPcegaD5r89mp824JY7gM7jum262c7O62retGBH6Bjv+FOEnTX84lgKvWcO2mcK2keIQ5Au7Bzq0t5yZLTb9M/Q/Ken+ftZCQ5gmx2AqZwpV4fQqfC3mYLlCv901G8jvxcG1KkLDJxCUBXT/93DoDeuH+hg5d1WwS2lsGj+E0d3m98KeTPrAlSdBStq784JSMbX1foWC3g+mmGWTwfWofcYcVy3L5TLektaynVx51CXdpetAVixRO+6gYjmvz2avy+vcADbR+2uSuUCoMWknFSUy1Nzi6ivog0Y95CKfak2ENxkKb1X23FIawgkvb+3qPX6tRj1O/38iSiE5r/9mj/d36NmUeIA7m/MTHUInUGf5/ObOk/9pVV0u1o/jZtiYlCqGBaP/np/m7hmwMWdQ729tyiEtqH57wXNz0zAeRAK489f1n+oxxSKJ/xUFvpyJPfCwItFPM1zbz9lDG7SwcJ1/tqNpsJv3kzf7ay+i+a/JzS/a3bL5M6sDdhq/aDWwEMU8W3Uj8W70DxoY8VqPSF4Zxnuts/v7Sy/NL1Y0qW9hS7uHMY3/hTdB49ixNH894TmbxdPxgFsswMIsqIlN1LhV9stMPuAUvkvxAn8dXxG361Yfjst6RXX8w8mrVZBv79+oPcP6l7aW5zN2ABH898dzZ/8gU4n4cEB3ItFQA3f0+dxcc6yHpC2sTg3P6/Zn7sEbersxfv20l6uHSz1h+uHWq78eCkomv/uaX5PazRVZABbzCo/otuL+kkKuJnMLJfzwoiRt8/5WyEATLW5Lrx/qP/bXUatbyczJDT/ndX82fibMYID2NYioOtdd38kWHfN/rxgh0lm6Qm/1sjLwmEoHigKRbp+c+X6/dV93VzUPX1ux9O1aP47rvlb468k6V0cwLbWANzPB6se887qvdWgxVd72+cvC3runuf4e/GQ0JWbK715fV+djH9sVh+a/57U/N1nQurzc7KJWQmeYPaLjvGnQWutsdfunUd08xt6vXmpZlrTP5irdumN64d6/dpNrcKIwd9xzW+Tml/3m+ZPXyfV/CPOqftqsU7aX57AL3AA25sBvOTue+0afVWOOsHbx3ZzW0+uWo2hlyv7BkmHS+k3l2/q8o2F5B/YXIfeFs1f3SOav1LnjYqD5dV613UaTue4mn/C+OO57kl6CQewpbzylx+7EmTfy88ExLX7Q3YA7Tp+KRsIweJKPW3n4Or+Sv99+UbW+2b1dPD3k0SxiWf/c9qfvqqsZe+o5ncf0dMn1Pyn7jAn1kf0djW1nuYv+Z6e/8wVHMAWY7LvBvmrUvGqbqX1/RtDr91VK74fQOlhHlcdXG/tHOr81UPVoU173SfS9CnNv3Ygl2/vPbnm900if/BG85dfm2r++L151Yn8rvX7sDQZUs3U7FxjscGbek9f86vU/Gmx1zq+3UmvSvru/OxhhvzZuf95pHZ/xd0fy8t1p6ifI31VTBiSlrXr9asH2lnE6JtKyH7CW7iu2j85xgvjmkj7j93nP+nruXM0rQbnt+7Y5gPlcFf7/PFcfyXpST3/mUtzs4Vqjg7g35/+2CW36vEgnQsxMtSxXp1qA2mNPwXp5rLWby7f1M7hSlId+4EWp/Oi+e9jzS9J5yQ9Pkfjn20GUPL4T373yRDC1+TV5930UCiXDHPp8s2VLlxfNLMIPRQRxsbb8rfa5/dN+vx2MuPXSLTdNO0vo+tI5PdNag1Fx+VYGcBx+/z5HKXiLYxlvNtx959L+r6e/8xrcx7/s3cAiT958XcP1kEfNfmH3f1sZdL7h0G/vXzQM8IjBupx+/wW8puGj9b8unt9/kLzl2LDLTTPRkwc20YWULltff6R7XvH33Ov35Z0Xs9/dsGoBwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAmDPGLYh849UHpeqjCv5hMzs7tZm7r99P6H1uYf325f7Mmu/dZJ0/TTjyuObNuZl1/6RuI+e07hymPkvnls+xHDzpGquJ++TtcCvPpTLJ63iS1tveR8/DvGo+Mx+/J6G9B26Dv8mepLclndc//fmCQY8DkL7x6iclfU2yz8v1kI3cEt/UUHwDg19nXHmAp6OaXEG2xvGYjzioyqYd0kmNf2x7Hw4g9zoOK5t2jlYYuVf9jabPwyuZrXGG0fjd+ses+vvdkfvPJX1fP3jyNRzALA3/tbNS+JGkp/PgGrOBeJN8E+PXCR1Ax6CqgTGsO/bAAWwS8Y8y/rGsZOTGmEIn6o9H/p4zMkkeiuFnPTfrk+diLrnW3wu3Nhtqj+HrrvucpK/qB0/u4QDmY/yPSHpFCo9JFlPuCVvYNPLrFh1ATvuT0RyR9vv4H3BjB3CcyJ8jcGtP1kv7x891zAF4cezqyJS/P1CPcoZHXv+4M/uVpCf1wycvzc0Uqhmm/Gek8NPG+KvRNHZjQxkJWBsZXvrKBqZC829g/Jue22lo/n66P2L84zfFW82fvqrSwW049LzKWc6k5vfC+I99LyS5Pyb3n+rvXjmDA9h+/l7Sp5rI75rS/L5J2h+8ifjl16aaP35vXsW03+Ox1+8jDXaTGr3rLm+SmNMt+PWdgJXxvCoify33MJJYWlfzm8eCX9XLW8J09E+aX+sLfvnaO5p/yvGq43jzdZp9Ko4NJMAWR/+HJb0h6Syaf7aav4z83QJn0yX4I/3wyStkANvJlyWbNH5toDMHmv+kuHUif0r7J4/turXjbiIXei3E0katl5msPddJjWT9HGsYocstbdNL82lNNmX845yV+5eRANt7uZ9D86P5B3+PLp+bk0U8MCv7d//IXe3zR81fpsupz79Ryh81/23r8/c1v5eaX1nzD/v81j2X5Dk8nLzPP3bam/f5u52Lynqyzdbdo4/gALa24GEfumXNfysR2Pvll3D0sQdJjN1Vzd/93od5+kDzH5E6ddL+9ZlQMv6h5g9rrq/4+41F/eHxPoQDmNn13jnNf/w+/x3X/Dat+TfPsac0//T5Zc2/kRI6Nc0/tvMHcADzkgWnr/n70fVWNL/Z6V7T2Nz+QvP7xppfGp/bHzQ5FXhK8ytEybHh3P6TaP4xhwfzdABofjT/iTImHMB2GD+aH80/uIRT0144gPsg60fzo/nb359n7J+rA0Dzo/nXe0kcwKwjP5p/hpq/dXDm8xIBdAHQ/Gh+WSEHyAAwfjT/fDX/zDqFOAA0P5p/xvME5usA0Pxo/qz5rVxyCAdA2o/mn5Xm3+CycAAYP5p/mzW/u+Y4IWCGDgDNj+YfW+58nkp4Xg4greGH5kfzzzzyz7sGgOZH88888uMA0Pxofj/hfccBzCDao/nnp/ln+EjwvBzAcdbtR/PPS/OzHsAsOEDzo/mPuO8HczKIub0XYPN3v7Fuv+7BdfvHNf+66ywjfzgic2iWG7+EA9hefj06AFi3X/fRuv2baf7+7x8V+XMNxX+NA9hefrZWU/OuPt1D7+obd9KjGUmbrTTOybpvNg5HrwGYpJ2Z/QwHsL38m6Q374jmD35y4y8Hd1GQHEasMPEntemwlzS/90P0hIY5oeZvr/+Ymn+De2SDlMFy5PdNShkj72iM5/9mHCM4gK3kH//0QNLX0fxo/kLzl07+6/7CUxQBt9wJnJP7j9H8aP4yuzOzH/sLT52bmznMcyKQ2bNyf1Duf0Gff559/kLzS9K/SHp2lqagOfPcf37FVH1T0sOlMazVuT5QDne1zz9Mt3vOaNDnt6GemNL8Lq2bWJui/rDPv2Haf5w+f6fgVxT4+n3+DQp+xRuir0h6zl946oW5msDs35Vkz/3XQ5KekcKX3P0Tkj64TjqbTugAjhP5y2hp42n/uJMacwCllq+mCxhjc/s3cIZHXv86zb+JAxj8fs8BlPdss7T/uqRfuvvLZvaiv/DUzqzHv6DLP/zHGUlnpyKW9Qbsqbb60oDOzx+0wiTmzkcU2sbm9tfxJI+o+PfSfk04gDID6rb6Nrz2dca/kQOY+P0xBzA0/r25FfkAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABOi/8H5qXyAtoWuF4AAAAASUVORK5CYII=",,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.uploadtest1/artifact/org.ekstep.plugins.uploadtest1-1.0-_1494484321109.zip,2017-05-16T13:13:34.893+0000,2017-06-02T14:12:27.598+0000,Plugin,EkStep,460,Default,All,460,content,org.ekstep.quiz.app,,,,1496412747598,,hdpi,,,,,460,1.0,,,Copied From UploadTest1,,Draft,Num:C5:SC2,,,,,,Deepak Narayana Rao,,,,org.ekstep.plugins.uploadtest1,en,,,,,,,,,,,,,
org.ekstep.gif,Content,,,,org.ekstep.gif,,custom plugin to test the content search API,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-17T08:32:55.917+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11221749947428864011/artifact/e8010a25bf7a7bf1336ce900c86335fe_1491393978916.jpeg,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.gif/artifact/org.ekstep.gif-1.0_398_1495009920_1495009976046.zip,2017-05-17T08:32:56.535+0000,2017-06-02T14:12:27.842+0000,Plugin,Sunil,398,Default,All,398,content,org.ekstep.quiz.app,5-6,,,1496412747842,,hdpi,content/org.ekstep.gif/artifact/org.ekstep.gif-1.0_398_1495009920_1495009976046.zip,,,,398,1.0,numeracy,1.0,custom plugin,,Draft,"do_112246324606943232160,do_112246431501754368176,C21,do_112242911822110720112",English,English,,,Learner,Sunil A S,,,,,,,,,,,,,,,,,,
org.ekstep.seven,Content,,,,org.ekstep.seven,,custom plugin to test the content search API,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-17T08:35:26.023+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11221749947428864011/artifact/e8010a25bf7a7bf1336ce900c86335fe_1491393978916.jpeg,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.seven/artifact/archive_398_1495010070_1495010126164.zip,2017-05-17T08:35:26.744+0000,2017-06-02T14:12:28.171+0000,Plugin,Sunil,398,Default,All,398,content,org.ekstep.quiz.app,5-6,,,1496412748171,,hdpi,content/org.ekstep.seven/artifact/archive_398_1495010070_1495010126164.zip,,,,398,1.0,numeracy,1.0,custom plugin,Sunil,Draft,"C21,do_112246324606943232160,do_112242911822110720112,do_112246431501754368176",English,English,,,Learner,Sunil A S,,,core,,,Picture Books,Art,,,,,,,,,,,
do_11224847510749184013,Content,,,,org.ekstep.test,,Test Content,English,,application/vnd.ekstep.ecml-archive,,,normal,2017-05-19T06:26:24.020+0000,,,,2017-05-19T06:26:24.020+0000,2017-06-02T14:12:29.515+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1496412749515,,hdpi,,,,,,1.0,,,testContent,,Draft,,,,,,Learner,,,,,,,,,,,,,,,,,,,
org.ekstep.two,Content,,,,org.ekstep.two,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.two/add-two_1495258676926_org.ekstep.two_1.0.ecar,Add two plugin to your Lesson,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.two/add-two_1495258677140_org.ekstep.two_1.0_spine.ecar"",""size"":763.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-05-20T05:36:26.763+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.two/artifact/archive_1495258659977.zip,2017-05-20T05:37:40.436+0000,2017-06-02T14:12:29.928+0000,Plugin,,,Default,All,129,content,org.ekstep.quiz.app,,,1.0,1496412749928,Draft,hdpi,ecar_files/org.ekstep.two/add-two_1495258676926_org.ekstep.two_1.0.ecar,2017-05-20T05:37:56.926+0000,2677.0,,129,1.0,literacy,1.0,Add Two,,Live,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
org.ekstep.four,Content,,,,org.ekstep.four,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.four/add-four_1495258726431_org.ekstep.four_1.0.ecar,Add two plugin to your Lesson,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.four/add-four_1495258726560_org.ekstep.four_1.0_spine.ecar"",""size"":760.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-05-20T05:38:13.269+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.four/artifact/archive_1495258716064.zip,2017-05-20T05:38:36.567+0000,2017-06-02T14:12:30.431+0000,Plugin,,,Default,All,129,content,org.ekstep.quiz.app,,,1.0,1496412750431,Draft,hdpi,ecar_files/org.ekstep.four/add-four_1495258726431_org.ekstep.four_1.0.ecar,2017-05-20T05:38:46.431+0000,2286.0,,129,1.0,literacy,1.0,Add Four,,Live,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
org.ekstep.five,Content,,,,org.ekstep.five,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.five/add-five_1495258763954_org.ekstep.five_1.0.ecar,Add two plugin to your Lesson,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.five/add-five_1495258764129_org.ekstep.five_1.0_spine.ecar"",""size"":761.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-05-20T05:38:56.284+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.five/artifact/archive_1495258755288.zip,2017-05-20T05:39:15.694+0000,2017-06-02T14:12:31.018+0000,Plugin,,,Default,All,129,content,org.ekstep.quiz.app,,,1.0,1496412751018,Draft,hdpi,ecar_files/org.ekstep.five/add-five_1495258763954_org.ekstep.five_1.0.ecar,2017-05-20T05:39:23.954+0000,2296.0,,129,1.0,literacy,1.0,Add Five,,Live,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
